Total.Residence.hrs,Num.animals,Revisits,coordIdx,Avg.Residence.hrs,x,y
266.18,2,60,62,133.1,502059.546238924,4211777.39491053
186.91,2,43,63,93.5,502051.757529926,4211769.4376097
339.64,2,65,64,169.8,502069.019642673,4211784.43173539
15.79,1,4,65,15.8,501468.449816454,4211986.50243983
16.83,1,4,66,16.8,501488.47641622,4211999.55415965
11.67,1,2,67,11.7,501525.625401342,4212073.30048485
4.39,1,1,68,4.4,501505.439138349,4212118.5434293
16.85,1,4,69,16.9,501577.998780277,4212035.49761926
5.46,1,1,70,5.5,501743.489373035,4211931.72356918
5.49,1,1,71,5.5,501744.57746757,4211930.68084249
2.25,1,1,72,2.2,501776.064221459,4211850.62386737
5.46,2,8,73,2.7,502064.036004156,4211924.6419268
20.21,1,11,74,20.2,501988.154215686,4212043.60921915
14.86,1,7,75,14.9,501788.313849803,4212520.69493734
1.97,1,1,76,2,501667.172876473,4212698.16116836
1.62,1,1,77,1.6,501641.914123355,4212583.41928844
17.85,1,4,78,17.9,501830.803864401,4212187.27890521
17.79,1,4,79,17.8,501832.980359624,4212183.62903484
16.51,1,4,80,16.5,501832.809376067,4212163.72399775
307.97,2,57,81,154,502105.818189908,4211805.77743723
313.07,2,57,82,156.5,502095.349628268,4211813.6524115
317.71,2,59,83,158.9,502092.58594996,4211814.01784712
265.84,2,61,84,132.9,502100.962354488,4211822.09738736
9.55,1,6,85,9.6,501739.151738621,4212319.23765227
8.18,1,4,86,8.2,501679.396907241,4212337.19954314
16.43,1,7,87,16.4,501688.972099595,4212444.19369718
56.89,1,13,88,56.9,501724.511399006,4212437.22217954
267.21,2,58,89,133.6,502107.562161732,4211745.28625535
308.49,2,62,90,154.2,502112.682496796,4211758.04718676
336.69,2,60,91,168.3,502095.408399249,4211755.64614297
266.71,2,56,92,133.4,502107.587039924,4211818.75940812
10.07,1,5,93,10.1,501840.570513131,4212409.6867755
67.78,1,13,94,67.8,501754.519109164,4212453.01722431
68.09,1,13,95,68.1,501748.982770663,4212456.88830208
55.1,1,12,96,55.1,501727.122806376,4212492.0003363
222.4,2,52,97,111.2,502117.53798459,4211743.30277909
265.58,2,57,98,132.8,502109.237697911,4211745.96350245
277.9,2,59,99,138.9,502103.122920237,4211744.98553594
263.86,2,57,100,131.9,502110.922010038,4211746.62965685
19.78,1,10,101,19.8,501994.096263654,4212032.55973655
16.44,1,10,102,16.4,501970.558623216,4212067.00496751
7.15,1,3,103,7.2,501867.409889883,4212124.68742973
7.31,1,3,104,7.3,501882.911954552,4212123.54817711
355.32,2,62,105,177.7,502108.497322984,4211793.09618922
228.2,2,52,106,114.1,502121.476022223,4211747.91945151
328.98,2,56,107,164.5,502093.079574758,4211804.97529535
10.38,1,5,108,10.4,501797.824387581,4212396.25189961
50.88,1,14,109,50.9,501755.429229612,4212422.62733485
73.95,1,15,110,74,501731.804933626,4212462.07724586
74.38,1,15,111,74.4,501733.567470822,4212465.6170281
69.94,1,14,112,69.9,501742.038437705,4212481.28542832
308.52,2,57,113,154.3,502097.025151406,4211814.32965616
359.3,2,62,114,179.7,502111.763426315,4211783.69930623
358.58,2,61,115,179.3,502111.763834305,4211782.12377223
367.59,2,65,116,183.8,502108.412366745,4211782.35590657
288.12,2,59,117,144.1,502090.408435087,4211820.80761906
9.34,1,2,118,9.3,501915.619219771,4211929.56531607
9.97,1,3,119,10,501918.467685102,4211941.51563779
20,1,11,120,20,501983.118981301,4212041.59974104
7.29,1,4,121,7.3,501684.168359772,4212299.1213914
0.56,1,1,122,0.6,502126.842961289,4211420.52052534
367.65,2,66,123,183.8,502105.146670588,4211790.18835218
391.72,2,67,124,195.9,502099.438160016,4211778.86966379
11.66,1,6,125,11.7,501706.047056887,4212343.77350515
74.65,1,15,126,74.7,501736.829519382,4212471.96424649
68.44,1,15,127,68.4,501729.801457815,4212477.75451047
14.62,1,6,128,14.6,501725.96787493,4212560.49152001
392.59,2,70,129,196.3,502095.086339062,4211779.85602724
330.46,2,58,130,165.2,502089.728117125,4211805.20743737
112.52,2,34,131,56.3,502074.572991478,4211854.03403298
371.67,2,66,132,185.8,502103.471143159,4211789.51110588
19.26,1,11,133,19.3,501977.590645915,4212047.04619803
17.61,1,4,134,17.6,501822.597874497,4212202.24464991
5.25,1,1,135,5.2,501760.334705342,4212252.79233361
5.12,1,2,136,5.1,501754.390424864,4212276.4351761
320.86,2,57,137,160.4,502092.586758539,4211810.86677899
303.97,2,58,138,152,502097.024749112,4211815.89409492
298.63,2,56,139,149.3,502098.112496112,4211816.43804495
334.05,2,64,140,167,502103.795260125,4211757.42355187
174.47,2,51,141,87.2,502072.813670815,4211837.90100255
9.25,1,5,142,9.2,501783.063700552,4212339.24090281
8.91,1,4,143,8.9,501784.747916698,4212339.90699049
10.69,1,4,144,10.7,501731.959014589,4212397.49141352
344.54,2,62,145,172.3,502115.624047991,4211782.30229773
269.9,2,60,146,134.9,502088.222554016,4211826.0218553
388.24,2,70,147,194.1,502088.877426097,4211769.71332079
305.75,2,62,148,152.9,502113.770253346,4211758.58004351
16.98,2,15,149,8.5,502053.881190345,4211906.73152801
60.85,1,11,150,60.9,501781.081721623,4212456.71772581
61.69,1,10,151,61.7,501778.991048607,4212469.53236613
10.42,1,5,152,10.4,501801.006275244,4212368.24801288
238.15,2,55,153,119.1,502104.212302397,4211739.22735114
9.54,2,4,154,4.8,502021.905042809,4211685.91575882
253.61,2,59,155,126.8,502093.649502882,4211737.93757659
254.4,2,57,156,127.2,502112.010173386,4211745.59807477
242.27,2,55,157,121.1,502070.441354946,4211748.16152708
17.11,1,6,158,17.1,501925.636450476,4211788.2244999
10.22,1,3,159,10.2,501908.212401064,4211826.79879978
324.52,2,67,160,162.3,502065.253614482,4211793.41798236
299.2,2,60,161,149.6,502123.329796904,4211771.6417071
389.48,2,70,162,194.7,502096.676492255,4211771.36852346
371.61,2,66,163,185.8,502078.495433802,4211782.03755794
372.63,2,68,164,186.3,502078.409236113,4211776.0127824
325.39,2,62,165,162.7,502119.977915127,4211773.44937065
62.09,1,11,166,62.1,501778.905666195,4212458.79207591
66.93,1,14,167,66.9,501769.603246398,4212474.80060111
29.22,1,12,168,29.2,501775.395745943,4212503.13931357
323.13,2,65,169,161.6,502111.006147706,4211760.52100681
381.73,2,69,170,190.9,502098.352837624,4211768.88360511
380.76,2,69,171,190.4,502096.089523343,4211768.08416072
381.9,2,69,172,190.9,502097.177276786,4211768.62811058
148.87,2,47,173,74.4,502070.040031487,4211842.98195067
14.19,1,5,174,14.2,501749.882994853,4212349.88522119
10.31,1,3,175,10.3,501746.873812399,4212391.50312224
391.75,2,70,176,195.9,502088.876215395,4211774.43992269
333.84,2,63,177,166.9,502073.638840548,4211801.49749648
392.41,2,69,178,196.2,502096.761869168,4211780.53327181
83.55,2,29,179,41.8,502062.92179447,4211855.35141934
378.37,2,64,180,189.2,502089.644748337,4211788.17611398
5.25,1,3,181,5.2,502036.510570539,4212081.23427131
67.75,1,13,182,67.8,501752.247180967,4212452.20677724
67.79,1,13,183,67.8,501750.071469863,4212452.70559941
15.11,1,6,184,15.1,501738.705009495,4212562.86862563
19.48,1,10,185,19.5,502004.071710192,4212030.56502544
321.61,2,57,186,160.8,502095.851216757,4211807.77202556
371.81,2,66,187,185.9,502102.382986746,4211790.54268917
310.09,2,62,188,155,502122.241635595,4211772.67328771
319.73,2,57,189,159.9,502093.077957223,4211811.27743156
64.13,1,13,190,64.1,501771.60885355,4212449.67013268
67.79,1,13,191,67.8,501753.931373898,4212452.88395399
23.51,1,6,192,23.5,501825.505082426,4212461.38758637
16.44,1,7,193,16.4,501802.053700165,4212511.28912894
363.31,2,64,194,181.7,502106.822200601,4211790.85450352
206.54,2,48,195,103.3,502112.503820921,4211736.56662042
198.06,2,47,196,99,502120.302507255,4211739.78628417
103.21,2,33,197,51.6,502060.659695107,4211849.82538219
10.3,1,2,198,10.3,501832.868710009,4211431.30037057
9.11,1,2,199,9.1,501832.868001874,4211434.45143685
9.53,1,2,200,9.5,501834.544333493,4211431.97756087
6.14,1,3,201,6.1,502018.550519148,4211981.893453
166.2,2,38,202,83.1,502114.689741445,4211731.35239139
222.4,2,52,203,111.2,502117.53798459,4211743.30277909
175.86,2,41,204,87.9,502121.891467533,4211736.01429212
18.26,1,3,205,18.3,501900.495248121,4212414.78218047
25.24,1,4,206,25.2,501884.757564217,4212450.88270324
27.9,1,8,207,27.9,501866.984923507,4212448.07149777
21.19,1,8,208,21.2,501823.561052348,4212445.8093196
289.79,2,61,209,144.9,502100.359221166,4211745.33987359
297.35,2,59,210,148.7,502093.147507343,4211745.39349594
333.85,2,59,211,166.9,502092.645105576,4211754.43604462
294.51,2,61,212,147.3,502102.122159732,4211747.30419768
284.01,2,58,213,142,502118.209893404,4211757.31633011
3.46,1,2,214,3.5,501821.86859834,4211382.61171249
9.46,1,2,215,9.5,501799.833319092,4211402.54508071
1.01,1,1,216,1,501832.163818061,4212616.01350409
1.04,1,1,217,1,501881.155345014,4212778.67104412
337.99,2,63,218,169,502078.077648044,4211803.38482923
317.37,2,58,219,158.7,502088.137571461,4211815.28157232
55.95,2,25,220,28,502078.603964649,4211872.54203968
13.19,1,5,221,13.2,501747.025652918,4212337.93494901
33.79,1,10,222,33.8,501697.614479371,4212479.77818904
17.12,1,3,223,17.1,501907.705999934,4212416.30392344
18.37,1,3,224,18.4,501901.082249019,4212418.06653238
306.1,2,58,225,153.1,502103.641881098,4211807.84060338
340.23,2,61,226,170.1,502093.580757658,4211800.67044338
327.05,2,61,227,163.5,502106.907158837,4211801.5947863
356.41,2,67,228,178.2,502071.784127661,4211780.92631912
348.51,2,60,229,174.3,502109.58547983,4211792.06460675
25.47,1,7,230,25.5,501969.031585433,4211742.21151589
22.18,1,7,231,22.2,501957.976804937,4211743.65124449
36.46,2,22,232,18.2,502047.685445166,4211879.26907175
373.1,2,67,233,186.6,502105.56371713,4211771.9810553
367.96,2,64,234,184,502086.880258125,4211791.68152424
10.26,1,5,235,10.3,501806.12286369,4212398.31746332
16.72,1,8,236,16.7,501743.740655965,4212561.72688277
14,1,6,237,14,501743.738299517,4212572.74453862
10.91,1,4,238,10.9,501699.818724465,4212552.75258578
24.29,1,10,239,24.3,501818.73012938,4212511.99183728
20.93,1,5,240,20.9,501841.859975978,4212487.8647032
332.03,2,59,241,166,502085.876687017,4211805.02892636
386.73,2,69,242,193.4,502096.760656745,4211785.24877848
339.75,2,65,243,169.9,502070.194399379,4211787.84938918
326.31,2,62,244,163.2,502074.224215939,4211811.07289867
2.47,1,1,245,2.5,501901.875829748,4212212.68125917
17.86,1,4,246,17.9,501831.47516702,4212206.01904699
18.05,1,4,247,18.1,501835.923292557,4212204.75518112
14.49,1,4,248,14.5,501853.83989057,4212155.56259887
225.21,2,52,249,112.6,502119.800894114,4211745.67776331
178.66,2,44,250,89.3,502127.513815207,4211741.30821972
219.84,2,51,251,109.9,502109.739710997,4211738.49648877
316.87,2,64,252,158.4,502113.269462625,4211761.32045534
334.15,2,59,253,167.1,502086.377059934,4211803.87514203
31.34,1,7,254,31.3,501979.679145584,4211755.80584824
26.63,1,7,255,26.6,501965.264511618,4211755.91331486
19.65,1,10,256,19.6,501987.472185055,4212034.31117908
392.41,2,69,257,196.2,502096.761869168,4211780.53327181
65.49,2,28,258,32.7,502065.779242331,4211865.72625926
235.96,2,53,259,118,502118.12494954,4211746.57604794
291.67,2,58,260,145.8,502113.18328752,4211755.30677491
8.74,1,5,261,8.7,501814.924091083,4212388.1893899
26.66,1,5,262,26.7,501883.073015274,4212451.79213038
25.98,1,5,263,26,501884.757200005,4212452.45823884
19.11,1,3,264,19.1,501896.312781534,4212443.55137498
345.88,2,62,265,172.9,502101.880983556,4211798.00970389
384.61,2,72,266,192.3,502102.884175438,4211786.23783787
329.61,2,61,267,164.8,502121.739613136,4211780.14030102
393,2,70,268,196.5,502090.552557756,4211771.95500273
374.36,2,63,269,187.2,502097.934593923,4211791.80640898
5.2,1,2,270,5.2,501523.149694715,4211894.63218858
4.91,1,1,271,4.9,501526.829652585,4211873.32987809
1.85,1,1,272,1.8,501468.737332937,4211802.74193509
3.33,1,3,273,3.3,502150.268843135,4211586.59011002
193.71,2,46,274,96.9,502124.74970044,4211743.24917831
115.05,2,29,275,57.5,502130.694621894,4211722.74659703
14,1,8,276,14,501683.030762458,4212455.25450418
64.97,1,14,277,65,501725.683540362,4212453.2329765
7.07,1,2,278,7.1,501840.020146829,4212554.93551477
6.35,1,1,279,6.3,501844.46772695,4212555.24718881
19.2,1,5,280,19.2,501862.394537493,4212496.61248207
300.95,2,57,281,150.5,502102.552914676,4211812.02325479
67.18,2,28,282,33.6,502053.542271794,4211859.04379081
16.93,1,4,283,16.9,501488.97813112,4211990.52266591
16.95,1,4,284,16.9,501489.478698014,4211987.78221488
17.17,1,4,285,17.2,501502.899095448,4212001.02138649
11.76,1,3,286,11.8,501610.593705353,4212019.99274266
11.57,1,3,287,11.6,501613.953522178,4212021.33593998
2.18,1,2,288,2.2,501676.524004544,4212229.74079004
23.65,3,9,289,7.9,502237.375728017,4211094.8253259
263.15,2,56,290,131.6,502115.360430113,4211750.09254364
8.28,1,4,291,8.3,501707.371954051,4212594.08424483
4.97,1,1,292,5,501859.334788401,4212680.73868672
4.39,1,1,293,4.4,501844.099866404,4212707.79672617
12.77,1,3,294,12.8,501866.832296314,4212501.6396781
27.89,1,6,295,27.9,501848.303586342,4212467.78362828
23.75,1,6,296,23.8,501840.090493456,4212476.45831239
142.31,2,30,297,71.2,502103.541587193,4211720.48720013
287.69,2,66,298,143.8,502060.311639373,4211803.724276
8.21,1,1,299,8.2,501441.060598736,4211736.04309017
7.87,1,1,300,7.9,501446.172372712,4211753.51910733
9.06,1,2,301,9.1,501407.965125572,4211749.5513959
6.75,1,1,302,6.8,501501.557048176,4211666.2201319
7.05,1,1,303,7,501531.475608601,4211660.24532436
6.02,1,1,304,6,501550.157427026,4211643.69465466
1.84,1,1,305,1.8,501408.191791486,4212011.92227022
16.71,1,4,306,16.7,501501.545008777,4211969.84330604
381.17,2,70,307,190.6,502105.060085983,4211785.73911027
367.59,2,65,308,183.8,502108.412366745,4211782.35590657
126.35,2,30,309,63.2,502114.009053893,4211717.32774363
8.65,1,4,310,8.7,502112.059927722,4211587.35679692
14.9,2,7,311,7.5,502075.95360563,4211634.61353656
286.7,2,57,312,143.3,502105.912329436,4211814.94218844
229.4,2,62,313,114.7,502079.430359291,4211831.42302522
9.5,1,4,314,9.5,501929.250026593,4211829.65524462
1.37,1,2,315,1.4,501696.556809874,4212250.65960808
8.82,1,3,316,8.8,501572.141137624,4212066.72979866
9,1,2,317,9,501536.68961899,4212065.55803258
11.35,1,3,318,11.3,501603.210690138,4212000.14177099
11.33,1,3,319,11.3,501604.298445449,4212000.68565531
373.97,2,67,320,187,502078.495835365,4211780.46202396
367.24,2,65,321,183.6,502077.406878201,4211784.64467855
1.22,1,1,322,1.2,501367.326754697,4211803.0793511
2.15,1,1,323,2.1,501435.597488646,4211670.87937882
6.31,1,3,324,6.3,501429.02286899,4211539.58745652
5.21,1,3,325,5.2,501448.794544113,4211512.55168499
6.38,1,1,326,6.4,501698.27597037,4211451.73097554
6.43,1,1,327,6.4,501699.951600814,4211452.4081382
3.12,1,1,328,3.1,501746.878170914,4211429.20667744
22.45,3,9,329,7.5,502231.849596109,4211089.25397194
19.95,2,6,330,10,502165.065564905,4211139.76396459
17.84,2,8,331,8.9,502182.593018484,4211183.8280722
15.55,2,6,332,7.8,502128.028563956,4211147.07711555
18.82,2,10,333,9.4,502237.004067405,4211266.26980566
4.99,2,2,334,2.5,502041.006952332,4211361.71567383
3.41,1,1,335,3.4,502013.52930237,4211389.96858208
8,1,4,336,8,501424.488859221,4211528.53573879
2.54,1,1,337,2.5,501337.764852248,4211564.13698446
7.15,1,2,338,7.2,501395.960724974,4211712.63523876
4.97,1,1,339,5,501372.573018561,4211699.81618738
3.02,1,2,340,3,501404.202527455,4211487.97887981
1.94,1,1,341,1.9,501500.903085156,4211453.54518109
6.54,1,1,342,6.5,501633.310528103,4211740.37321279
6.41,1,1,343,6.4,501673.373763319,4211763.33753078
6.45,1,1,344,6.5,501671.11169733,4211756.23606866
281.99,2,59,345,141,502099.287238858,4211819.84460779
288.33,2,57,346,144.2,502101.463543365,4211817.78144045
16.5,1,11,347,16.5,502003.236552016,4212073.27068782
5.03,1,3,348,5,502031.068850751,4212091.1188403
354.42,2,66,349,177.2,502073.961637641,4211774.13654263
245.92,2,60,350,123,502078.255612752,4211828.00536986
264.43,2,58,351,132.2,502056.867179646,4211790.06507898
210.03,2,60,352,105,502082.19322654,4211834.20865335
191.21,2,54,353,95.6,502103.819765653,4211832.47224008
162.63,2,48,354,81.3,502087.814728305,4211842.64252736
163.91,2,48,355,82,502097.1938802,4211840.52572952
296.1,2,57,356,148.1,502107.501675615,4211809.5946591
17.23,2,14,357,8.6,502083.221884918,4211894.33441131
329.86,2,62,358,164.9,502072.549488257,4211807.25568589
5.46,1,2,359,5.5,501990.852192187,4211844.8706275
347.69,2,65,360,173.8,502075.8155445,4211797.85878832
372.23,2,66,361,186.1,502081.258720215,4211783.24765155
369.13,2,65,362,184.6,502081.257916021,4211786.39871954
375.88,2,70,363,187.9,502081.674105065,4211771.34248948
367.09,2,70,364,183.5,502079.998970839,4211769.10080937
296.93,2,61,365,148.5,502096.507763012,4211745.16135759
31.53,1,7,366,31.5,501980.767291096,4211754.77424864
31.97,1,7,367,32,501980.766525738,4211757.92531649
6.78,2,6,368,3.4,502013.080693841,4211927.7580668
22.65,2,9,369,11.3,502066.066261189,4211667.80818805
4.66,1,3,370,4.7,501503.465321415,4211927.68147086
16.81,1,4,371,16.8,501487.888643923,4211999.42090862
6.61,1,3,372,6.6,501883.397055652,4211770.47323413
253.61,2,59,373,126.8,502093.649502882,4211737.93757659
81.04,2,24,374,40.5,502032.571469969,4211799.75628878
11.42,2,4,375,5.7,502075.196213826,4211611.42415053
11.26,2,4,376,5.6,502075.196614729,4211609.84861695
275.72,2,59,377,137.9,502065.585955206,4211762.90596286
36.87,1,7,378,36.9,501993.591103479,4211766.31649594
140.81,2,36,379,70.4,502043.039594042,4211793.45676813
5.97,1,3,380,6,501659.950418085,4212324.26951366
8.01,1,4,381,8,501682.576787658,4212317.06219388
12.04,2,9,382,6,502018.938957453,4211901.24171772
176.66,2,42,383,88.3,502092.476362979,4211728.22887953
264.33,2,59,384,132.2,502067.763065333,4211757.69171883
21.67,2,9,385,10.8,502125.696497619,4211207.43494072
172.75,2,42,386,86.4,502128.014200811,4211740.14334275
190.06,2,46,387,95,502114.688927224,4211734.49236382
171.22,2,41,388,85.6,502125.242543938,4211737.35769721
351.81,2,62,389,175.9,502081.342907975,4211797.13900196
76.54,2,25,390,38.3,502042.199839158,4211748.50945584
33.99,1,7,391,34,501985.801552272,4211761.51032614
0.3,1,1,392,0.3,502216.947161199,4212717.77552577
92.74,2,28,393,46.4,502052.081047682,4211738.92558859
349.35,2,64,394,174.7,502072.966858857,4211787.48394821
308.6,2,63,395,154.3,502066.171342863,4211772.4813639
297.42,2,60,396,148.7,502062.809505193,4211779.01565064
302.85,2,62,397,151.4,502064.494611994,4211776.53072753
53.39,2,12,398,26.7,502017.479180647,4211773.24584424
29.37,1,8,399,29.4,501964.762631883,4211763.38033757
265.87,2,60,400,132.9,502084.371133708,4211825.84334499
27.24,2,12,401,13.6,502094.618853746,4211277.17196471
26.42,2,12,402,13.2,502199.701726452,4211250.81500027
327.31,2,57,403,163.7,502090.315489762,4211806.91626579
276.41,2,59,404,138.2,502099.286833273,4211821.42014188
6.62,1,3,405,6.6,502128.82069029,4211608.23142797
82.56,3,44,406,27.5,502816.285204269,4211255.60914288
108.76,3,50,407,36.3,502820.052307965,4211246.62324966
28.05,3,25,408,9.3,502823.07704977,4211278.47890933
30.95,2,12,409,15.5,502199.534587515,4211219.89235049
77.93,2,21,410,39,502142.25109185,4211715.41562501
109.78,1,29,411,109.8,502144.692182516,4211740.83562101
17.97,1,11,412,18,502016.213447149,4212031.23373741
5.84,1,4,413,5.8,501994.066515315,4211974.83080944
4.2,1,1,414,4.2,502035.287890648,4211531.74978991
3.79,1,1,415,3.8,502025.729881264,4211510.81056782
331.84,2,60,416,165.9,502091.557349938,4211753.89209538
75.04,2,29,417,37.5,502058.570018753,4211856.33780238
19.31,2,10,418,9.7,502193.171017202,4211261.73101842
42.18,3,16,419,14.1,502229.190389555,4211188.00141184
4.41,1,3,420,4.4,501962.695785889,4211857.52355275
160.62,2,47,421,80.3,502081.690845134,4211843.24010863
10.01,1,4,422,10,501895.889641015,4211810.95182153
8.66,1,3,423,8.7,501881.390941153,4211795.5925537
274.14,2,63,424,137.1,502058.136136801,4211802.6363862
25.66,2,9,425,12.8,502127.456261804,4211221.99243427
10.3,2,9,426,5.2,502170.54752624,4211278.39010994
211.52,2,59,427,105.8,502099.371801075,4211832.16042508
106.48,1,29,428,106.5,502144.105227814,4211737.56235027
156.62,2,37,429,78.3,502107.979620256,4211725.5145213
25.37,2,17,430,12.7,502035.947664504,4211876.1483501
122.57,2,40,431,61.3,502075.661536931,4211851.42691173
374.27,2,67,432,187.1,502080.671745956,4211779.96328986
193.04,2,55,433,96.5,502093.931454483,4211835.75390723
382.31,2,67,434,191.2,502102.790844658,4211773.92201915
55.9,2,27,435,27.9,502073.067876479,4211873.27292104
239.38,2,56,436,119.7,502108.063355916,4211740.98140467
55.1,1,19,437,55.1,502143.34050557,4211709.65744569
28.82,2,13,438,14.4,502126.297797006,4211290.48342884
14.98,2,11,439,7.5,502094.966737938,4211323.28413043
28.47,2,13,440,14.2,502105.003136007,4211258.55672175
42.68,3,16,441,14.2,502219.802536621,4211186.9669886
16.67,2,6,442,8.3,502183.597666925,4211167.32962961
21.27,2,10,443,10.6,502125.602783251,4211196.69466526
23.79,2,11,444,11.9,502197.35470616,4211234.54865576
19.28,2,10,445,9.6,502229.299412433,4211270.63924512
12.36,2,3,446,6.2,502711.458530223,4211323.63220846
12.69,2,5,447,6.3,502708.696227831,4211319.27083643
30.75,3,16,448,10.2,502534.719344937,4211039.73538479
88.41,2,23,449,44.2,502630.461733387,4210470.71028192
38.07,3,17,450,12.7,502667.570247828,4210389.63796577
102.88,2,26,451,51.4,502618.463502279,4210425.92583862
52.1,1,18,452,52.1,502640.017886515,4210496.36567665
60.4,3,22,453,20.1,502663.214531091,4210400.07720827
5.6,2,2,454,2.8,502765.784511753,4210318.64973792
6.77,2,3,455,3.4,502762.425782945,4210312.57947846
37.68,2,16,456,18.8,502578.573335946,4210426.01299112
60.45,3,27,457,20.2,502181.250932856,4210427.84985993
15.11,3,7,458,5,501859.872394431,4210515.40085117
16.8,3,9,459,5.6,501951.239153835,4210568.76834255
118.72,3,37,460,39.6,501950.186039749,4210752.96102108
110.54,3,35,461,36.8,502055.855073525,4210723.57334587
152.69,3,57,462,50.9,502620.825123417,4210831.87002315
139.85,3,54,463,46.6,502620.826135785,4210828.71895975
181.19,3,57,464,60.4,502469.570186234,4210928.22985319
39.83,2,14,465,19.9,502578.332154777,4210467.26519656
7.27,3,5,466,2.4,502313.472367379,4210726.26082519
18.86,3,9,467,6.3,502295.15465689,4210464.83951214
18.22,3,8,468,6.1,502280.914679335,4210491.15354276
61.8,3,22,469,20.6,502664.889786685,4210402.31900338
107.73,3,34,470,35.9,502713.507107205,4210756.88504143
155.26,3,41,471,51.8,502724.82355868,4210790.79603192
158.09,3,52,472,52.7,502697.172190476,4210800.71713103
99.42,2,27,473,49.7,502609.166901223,4210438.78229903
104.58,3,27,474,34.9,502638.325073686,4210412.78432121
9.91,2,5,475,5,502552.269766628,4210471.83935584
73.3,3,23,476,24.4,502591.900927922,4210430.08918496
90.69,2,26,477,45.3,502608.494717432,4210427.91979709
36.88,2,7,478,18.4,502895.76038642,4210831.7077952
36.06,2,7,479,18,502897.938835087,4210824.91824818
141.38,3,39,480,47.1,502744.18229144,4210783.54619871
99.39,3,26,481,33.1,502628.945154791,4210411.74943157
46.66,1,16,482,46.7,502620.073226478,4210495.62695794
13.66,2,6,483,6.8,502731.938911514,4210399.76707272
76.08,2,21,484,38,502632.730571303,4210482.53859163
17.55,2,11,485,8.8,502635.253257404,4210523.42554703
129.83,3,48,486,43.3,502969.371552107,4210413.05342526
109.74,3,38,487,36.6,503042.606555488,4210340.88337172
134.06,3,44,488,44.7,503088.599780033,4210260.4265412
85.27,2,21,489,42.6,502639.349822666,4210472.91001964
99.28,2,27,490,49.6,502608.578027174,4210441.80002911
22.9,2,12,491,11.4,502418.730767489,4210726.10273463
22.27,2,8,492,11.1,502469.687825964,4210713.54703552
23.47,2,10,493,11.7,502460.306331022,4210718.8144648
37.54,3,12,494,12.5,502989.891121146,4211024.31172683
38.11,3,13,495,12.7,502988.803327826,4211023.76765855
8.6,3,6,496,2.9,502628.235506527,4211307.00639281
110.59,3,36,497,36.9,502104.117987659,4210642.34592503
60.96,3,23,498,20.3,502154.486391127,4210632.80602599
69.31,3,25,499,23.1,502152.799360791,4210641.58195585
6.37,3,5,500,2.1,502396.068605636,4210569.0532915
31.98,3,17,501,10.7,502429.452578143,4210669.09830851
171.27,3,48,502,57.1,502999.444785738,4210359.81814023
37.81,3,11,503,12.6,503295.041305511,4210646.78979784
38.02,3,11,504,12.7,503292.276546432,4210648.71926252
103.69,2,23,505,51.8,502637.581528404,4210459.91686477
79.66,2,23,506,39.8,502664.646110175,4210449.8733281
7.42,2,5,507,3.7,502556.55200548,4210527.29495161
103.33,3,31,508,34.4,502111.497348574,4210676.36599505
135.28,3,42,509,45.1,502045.887185478,4210723.99246105
242.12,3,74,510,80.7,502574.075409094,4210887.56461504
259.29,3,76,511,86.4,502609.610455637,4210890.0390613
263.85,3,78,512,88,502605.078686076,4210875.84672959
11.37,2,8,513,5.7,502614.303568327,4210537.60968241
27.82,2,12,514,13.9,502448.21706965,4210653.84789204
25.5,2,10,515,12.8,502476.137728031,4210682.43779079
23.4,2,9,516,11.7,502425.663143996,4210606.18687906
1.84,1,1,517,1.8,502506.275700476,4210547.5726364
106.53,3,46,518,35.5,502943.394913193,4210422.07557684
36.3,3,9,519,12.1,503272.568860118,4210605.1512158
34.39,3,9,520,11.5,503278.105912625,4210604.43224486
2.8,1,2,521,2.8,502549.786011011,4210585.76501288
31.06,3,15,522,10.4,502418.712412641,4210640.0365484
6.82,3,5,523,2.3,502518.707746737,4210666.5290789
62.68,3,20,524,20.9,502677.891983804,4210435.33174215
38.61,2,15,525,19.3,502574.217258872,4210438.01671711
112.88,3,38,526,37.6,502725.652788785,4210751.25268134
129.3,3,40,527,43.1,502734.540022343,4210755.01696013
126.25,3,41,528,42.1,502731.274896919,4210758.12254851
9.19,2,4,529,4.6,502443.757745685,4210572.18521379
26.99,2,11,530,13.5,502427.422031593,4210622.33105052
100.63,2,23,531,50.3,502622.576726344,4210459.90093233
98.53,2,24,532,49.3,502655.766264473,4210449.24909654
23.9,3,13,533,8,502699.836970592,4210410.95153173
111.77,3,41,534,37.3,502966.78439224,4210433.3235758
75.89,3,41,535,25.3,502926.454970656,4210386.00979717
122.51,3,49,536,40.8,502948.337701095,4210414.92090067
84.68,2,25,537,42.3,502605.490737568,4210464.81067068
107.33,2,25,538,53.7,502630.787462513,4210440.19834371
12.58,2,6,539,6.3,502656.078285519,4210326.36889102
105.76,2,25,540,52.9,502644.702363711,4210445.97239245
9.02,2,5,541,4.5,502726.739262983,4210362.1079282
16.68,3,7,542,5.6,503448.043063308,4210480.50132693
17.05,3,7,543,5.7,503445.779523333,4210479.70150971
19.72,3,8,544,6.6,503443.605181918,4210475.46219091
1.32,2,2,545,0.7,502861.049623517,4210229.68730213
18.56,2,6,546,9.3,502618.533068955,4210345.87336346
