Total.Residence.hrs,Num.animals,Revisits,coordIdx,Avg.Residence.hrs,x,y
56.58,2,14,2504,28.3,502811.365503898,4210637.49954293
31.21,3,19,2505,10.4,502543.704388867,4210757.24085275
13.09,2,7,2506,6.5,502294.581693056,4210505.30386846
6.49,2,5,2507,3.2,502817.682416271,4210131.55661406
33.16,3,19,2508,11.1,502452.431071463,4210821.56560769
67.61,2,21,2509,33.8,502837.511996181,4211146.78268825
175.04,3,54,2510,58.3,502832.227176231,4211205.58594669
115.03,3,44,2511,38.3,502791.868199892,4211202.24344206
23.46,2,12,2512,11.7,502625.194731272,4211104.54945184
10.61,3,15,2513,3.5,502363.747430309,4211037.89770516
44.47,3,22,2514,14.8,502194.458584838,4210845.90177911
37.91,2,14,2515,19,502173.382468547,4210912.46790776
9.86,3,13,2516,3.3,502349.715233273,4211015.70305517
32.75,2,10,2517,16.4,503002.502839897,4211039.21734552
34.27,2,11,2518,17.1,503000.752098138,4211028.12140251
19.2,2,14,2519,9.6,502890.105682219,4211288.82101649
0.95,1,1,2520,1,502710.204546919,4211400.82182166
16.69,3,10,2521,5.6,502279.534808494,4210970.19242217
23.91,2,10,2522,12,502142.670542505,4210920.22648991
26.71,2,12,2523,13.4,502147.066133942,4210888.05128846
49.98,3,28,2524,16.7,502471.733299027,4210826.00955126
48.5,3,13,2525,16.2,503151.818015876,4210637.62397165
49.12,3,13,2526,16.4,503149.184794468,4210639.84201318
37.76,3,16,2527,12.6,503100.835375083,4210875.0437292
52.74,1,13,2528,52.7,502737.538277068,4210998.07151453
10.5,3,12,2529,3.5,502355.846878438,4211051.20977737
26.3,2,15,2530,13.2,502159.361285871,4210845.892413
50.71,3,20,2531,16.9,502241.837499107,4210854.79089804
140.68,3,33,2532,46.9,502530.461874089,4211017.97618332
171.37,3,59,2533,57.1,502654.216958178,4210895.96724604
33.09,1,9,2534,33.1,503384.230800224,4210909.55179835
31.92,1,9,2535,31.9,503375.453788508,4210916.20534008
2.29,1,2,2536,2.3,503468.507069899,4210807.5104703
46.24,2,20,2537,23.1,503956.761116788,4209984.46221282
9.58,1,2,2538,9.6,504323.379123235,4210338.58785063
3.68,1,2,2539,3.7,504376.902270511,4210345.27356184
0.94,1,1,2540,0.9,503615.101931587,4210665.55434733
4,1,5,2541,4,503653.622854004,4210859.73917257
6.44,1,3,2542,6.4,503216.672242981,4210834.03598909
4.88,2,2,2543,2.4,502494.471614107,4211071.22252988
7.1,3,4,2544,2.4,502505.005624244,4211054.58281011
32.6,3,19,2545,10.9,502619.20180745,4210640.76417128
91.63,3,38,2546,30.5,502802.653083604,4210456.64331466
54.66,2,24,2547,27.3,502848.297632723,4210411.16844025
124.22,3,39,2548,41.4,503101.077872215,4210237.06460305
5.19,2,4,2549,2.6,503565.201112124,4210404.79304667
8.98,2,6,2550,4.5,503533.621923561,4210381.47920206
33.92,3,15,2551,11.3,503118.39329416,4210850.6407711
81.63,3,28,2552,27.2,502842.139430506,4210456.65697481
32,3,21,2553,10.7,502690.315142726,4210520.95817375
119.43,3,42,2554,39.8,502658.636638641,4210796.11102903
24.6,3,16,2555,8.2,502527.033677728,4210755.01661288
123.97,3,47,2556,41.3,502527.006181312,4210843.77895794
124.95,3,47,2557,41.6,502654.211903934,4210911.50065896
238.73,3,70,2558,79.6,502588.412389188,4210888.17939298
177.59,3,47,2559,59.2,502832.23411104,4211185.61440674
114.01,3,37,2560,38,502804.162017443,4211172.29034627
49.14,1,13,2561,49.1,502705.951664269,4210996.95144532
50.61,1,14,2562,50.6,502706.829448707,4210995.84220678
164.31,3,59,2563,54.8,502527.873642997,4210875.95558287
72.09,2,27,2564,36,502725.420883226,4210499.88877583
30.08,3,10,2565,10,503123.729686623,4210663.13234068
46.09,3,15,2566,15.4,503129.872703292,4210660.91563667
22.77,3,20,2567,7.6,502765.531702863,4211245.50614662
98.78,3,40,2568,32.9,502500.686941128,4210831.56602296
20.47,1,11,2569,20.5,502664.801899722,4210725.10316105
59.4,2,25,2570,29.7,502627.981356908,4210625.2335867
85.96,2,26,2571,43,502739.459281049,4210503.22206445
27.57,2,12,2572,13.8,502811.340650349,4210709.61893485
20.61,2,13,2573,10.3,502937.550797044,4211104.65596191
162.03,3,56,2574,54,502815.554012661,4211213.34688529
171.82,3,55,2575,57.3,502818.188491765,4211206.69061419
9.54,3,12,2576,3.2,502358.49386672,4211000.17217207
45.4,2,14,2577,22.7,502214.620253392,4210916.9171175
12.65,3,11,2578,4.2,502324.281918508,4210974.64316839
17.03,2,11,2579,8.5,502313.792863304,4210833.72993027
34.35,3,13,2580,11.5,502970.930161635,4211000.37224028
44.89,2,14,2581,22.4,502996.395193624,4210946.01459594
45.44,2,13,2582,22.7,503002.533061872,4210957.11215025
143,3,57,2583,47.7,502802.393117912,4211213.34235288
155.76,3,53,2584,51.9,502462.927127877,4210931.41219479
57.93,1,13,2585,57.9,502727.887070628,4210996.95875148
239.81,3,63,2586,79.9,502487.497686761,4210922.54341336
36.31,3,20,2587,12.1,502560.377180368,4210752.80795125
253.84,3,76,2588,84.6,502606.841567228,4210878.19949543
18.83,2,7,2589,9.4,502920.982612209,4210818.3913382
9.04,1,5,2590,9,503629.037013971,4210899.67126727
0.59,1,1,2591,0.6,504071.354252415,4210711.25999683
31.48,1,19,2592,31.5,504455.886960749,4210325.34479609
8.19,1,2,2593,8.2,504279.489632356,4210367.41246338
7.37,1,2,2594,7.4,504255.803349645,4210356.3047843
19.76,1,5,2595,19.8,504083.897318246,4210194.22572731
8.15,1,8,2596,8.2,503954.981865811,4210034.3901226
5.67,1,3,2597,5.7,503719.735726188,4210189.61346671
8.39,1,4,2598,8.4,503360.691140572,4210543.39736347
50.89,2,14,2599,25.4,502969.330409238,4210574.31234809
54.81,3,29,2600,18.3,502677.144028631,4210548.69206567
68.85,3,33,2601,22.9,502801.780943678,4210441.10961115
7.01,2,5,2602,3.5,503230.061294972,4210259.30521765
118.64,3,34,2603,39.5,503118.63207335,4210225.97600865
7.92,2,5,2604,4,503333.574952384,4210334.79480353
51.41,2,21,2605,25.7,503903.25702202,4209932.28861898
62.12,2,23,2606,31.1,503944.480054235,4209975.58004102
69.21,2,22,2607,34.6,503912.894431767,4209964.46955145
5.71,1,5,2608,5.7,503807.987180709,4209115.63142038
7.74,1,5,2609,7.7,503251.346655272,4209693.45433717
57.76,2,28,2610,28.9,502742.985945255,4210453.29444906
87.88,2,26,2611,43.9,502743.845135215,4210507.66165411
28.53,2,15,2612,14.3,503214.241458703,4210322.5421025
3.22,2,2,2613,1.6,503131.727270792,4210401.28655375
45.75,1,13,2614,45.8,503000.926786,4210553.24285698
128.24,3,41,2615,42.7,503081.759086251,4210273.67172576
80.9,2,32,2616,40.5,502652.562757909,4210586.40802361
88.01,3,39,2617,29.3,502535.786716728,4210823.81015206
87.32,3,40,2618,29.1,502534.032191654,4210822.70007738
53.81,3,37,2619,17.9,502429.592974051,4210904.77348758
128.4,3,38,2620,42.8,502714.799676987,4210775.0484675
180.93,3,64,2621,60.3,502679.679839319,4210842.71815214
102.75,3,40,2622,34.2,502547.190944852,4210831.58041136
78.68,3,43,2623,26.2,502440.114122338,4210931.40533872
90.48,3,41,2624,30.2,502525.256811376,4210826.02594453
88,3,41,2625,29.3,502509.464012013,4210822.69248258
81.32,3,35,2626,27.1,502807.043127719,4210448.87812191
154.94,3,56,2627,51.6,502699.860794703,4210842.72480643
115.53,3,40,2628,38.5,502742.009271404,4210748.42886289
4.81,2,5,2629,2.4,503569.5826868,4210418.1093093
43,2,14,2630,21.5,502948.275738411,4210562.09989216
39.2,3,21,2631,13.1,501979.546321563,4210603.96942199
43.44,3,21,2632,14.5,501963.745926014,4210629.48477157
17.03,3,8,2633,5.7,502231.512250954,4210109.18468147
34.86,2,17,2634,17.4,502167.388463417,4210355.48270449
3.58,3,4,2635,1.2,502666.746096023,4210145.92975499
4.86,2,3,2636,2.4,502663.182102845,4210311.2483317
1.36,1,1,2637,1.4,502925.619247803,4210122.71837546
1.3,2,2,2638,0.6,502772.954326434,4210058.31242633
19.67,3,12,2639,6.6,501988.333616034,4210551.82369648
136.56,3,42,2640,45.5,502030.419307259,4210682.75849122
134.41,3,42,2641,44.8,502059.377678555,4210672.77998759
21.68,3,16,2642,7.2,502727.192512754,4210449.96056785
23.21,3,8,2643,7.7,503411.620769278,4210455.76570941
22.64,3,8,2644,7.5,503414.2564431,4210448.0001094
25.4,3,12,2645,8.5,503137.701919812,4210837.33382032
162.05,3,55,2646,54,502831.34593092,4211216.68094232
82.65,3,38,2647,27.6,502781.595211758,4210452.19799246
90.66,3,25,2648,30.2,503200.274314303,4210137.24534701
86.08,3,24,2649,28.7,503204.661858064,4210137.24706909
133.64,3,43,2650,44.5,503089.662415111,4210258.14131469
24.76,1,15,2651,24.8,503421.449788657,4210034.14896111
33.19,1,13,2652,33.2,503471.499103112,4209962.05076957
48.05,3,18,2653,16,503242.379743445,4210174.9859364
62.23,3,29,2654,20.7,502889.532870972,4210428.93540137
2.5,2,3,2655,1.2,502005.904449146,4210464.17521698
23.06,3,12,2656,7.7,502156.865973657,4210327.74170093
33.33,3,21,2657,11.1,502252.49135796,4210403.21548909
30.28,3,15,2658,10.1,502427.916383359,4210641.81452904
37.28,2,14,2659,18.6,502927.047422257,4211033.64227067
54.24,2,15,2660,27.1,502840.14651464,4211140.1264249
173.03,3,55,2661,57.7,502818.188875123,4211205.58108418
167.81,3,46,2662,55.9,502817.319146067,4211183.39018117
39.65,2,19,2663,19.8,502640.256766942,4210652.97577924
113.79,3,44,2664,37.9,502945.710250253,4210376.80763794
86.37,3,36,2665,28.8,502951.863871122,4210345.74305778
146.45,3,51,2666,48.8,502578.744547061,4210939.21469354
204.39,2,43,2667,102.2,502566.448763709,4210976.93482535
36.78,2,13,2668,18.4,502640.997355696,4211075.70677496
26.2,2,13,2669,13.1,502618.189739355,4211060.16600384
152.17,3,58,2670,50.7,502505.06457099,4210862.63419206
99.35,3,32,2671,33.1,501956.70392548,4210722.68352838
1.04,1,1,2672,1,501909.275112644,4210922.38758194
32.81,3,10,2673,10.9,502388.375060329,4210832.64189627
202.73,3,74,2674,67.6,502641.946274341,4210854.91066884
24.07,1,12,2675,24.1,502883.151706749,4211104.63655222
108.62,3,43,2676,36.2,502789.234499685,4211206.68066157
85.89,2,32,2677,42.9,502787.487295892,4211184.48946176
51.67,3,22,2678,17.2,502247.979519751,4210854.79258831
22.57,3,16,2679,7.5,502090.993218434,4210566.27323926
27.11,3,15,2680,9,502246.235044321,4210817.06810638
61.23,3,34,2681,20.4,502469.097636833,4210837.10404776
265.44,3,61,2682,88.5,502552.415624171,4210959.17794685
41.77,2,14,2683,20.9,502660.303583625,4211065.72727963
36.53,2,13,2684,18.3,502669.074404633,4211075.71591397
33.98,2,12,2685,17,502644.523533717,4211024.66954382
16.92,3,11,2686,5.6,502355.916414357,4210810.44186873
115.07,3,39,2687,38.4,502098.869828584,4210646.16135325
46.68,3,22,2688,15.6,502123.450668799,4210599.56749314
30.62,3,28,2689,10.2,502480.517091971,4210794.94539335
241.22,3,71,2690,80.4,502588.413797449,4210883.74127513
200.71,3,65,2691,66.9,502641.932978593,4210895.96325834
168.37,3,58,2692,56.1,502694.595831142,4210843.83259511
205.59,3,63,2693,68.5,502586.645922966,4210924.79330975
7.38,2,10,2694,3.7,502371.634458839,4211071.18588965
63.61,3,24,2695,21.2,502211.123786944,4210868.09686899
18.82,1,9,2696,18.8,502163.718723567,4210957.9560529
18.17,2,11,2697,9.1,502326.074721713,4210841.50012939
92.33,3,30,2698,30.8,502784.123505499,4210757.3193622
27.07,2,11,2699,13.5,503048.185880205,4210885.00965223
40.4,2,16,2700,20.2,503070.112401223,4210909.42752742
5.41,2,7,2701,2.7,502761.192831811,4211103.48482555
10.43,3,9,2702,3.5,501930.443563911,4210456.39031108
8.38,2,6,2703,4.2,502206.044912174,4210181.29709375
11.51,2,7,2704,5.8,502363.103017217,4210233.48890437
18.28,2,11,2705,9.1,502338.362281614,4210829.29881833
129.56,3,49,2706,43.2,502605.102299731,4210829.37964087
44.17,3,16,2707,14.7,502982.323587192,4211035.88135303
45.9,3,20,2708,15.3,502955.992378852,4211060.28142608
138.05,3,54,2709,46,502804.144470831,4211223.32872629
36.25,3,25,2710,12.1,502519.130530007,4210774.98569701
56.29,3,23,2711,18.8,502231.308927839,4210852.5689524
24.79,2,10,2712,12.4,502146.179656578,4210922.44647158
21.22,2,14,2713,10.6,502291.85452478,4210842.59997286
104.31,3,39,2714,34.8,502650.698957297,4210921.48528337
179.92,3,62,2715,60,502575.237309182,4210931.44687795
254.49,3,75,2716,84.8,502598.067277012,4210878.19669616
339.75,3,71,2717,113.2,502533.996691101,4210936.98161079
82.16,2,31,2718,41.1,502679.765852884,4210580.86926852
86.49,3,40,2719,28.8,502526.135276767,4210822.69762813
57.25,3,23,2720,19.1,502232.185448771,4210855.89778065
18.47,3,10,2721,6.2,502281.292129112,4210961.31667602
13.92,2,8,2722,7,503250.820971673,4211012.68381149
22.82,2,11,2723,11.4,503075.361896389,4210949.37257435
1.32,1,1,2724,1.3,503271.068690175,4210845.15291596
3.72,1,3,2725,3.7,503490.459602916,4210768.68630037
46.99,3,20,2726,15.7,502256.755062765,4210850.35689342
57.73,3,24,2727,19.2,502226.044942835,4210850.34845528
51.47,3,23,2728,17.2,502242.71554071,4210852.57208043
6.58,2,4,2729,3.3,502336.589615613,4210891.43196257
104.86,3,40,2730,35,502723.549999705,4210847.17079928
33.91,1,14,2731,33.9,503025.367394496,4210899.42504279
35.7,1,14,2732,35.7,503021.856865394,4210901.64280087
4.92,1,4,2733,4.9,502993.882236179,4210620.9215447
100.72,2,34,2734,50.4,502750.870498012,4210491.02108592
75.92,2,30,2735,38,502656.95258942,4210578.64274866
102.21,2,32,2736,51.1,502757.010543036,4210497.6803321
84.43,2,27,2737,42.2,502736.826500757,4210504.33070976
44.03,2,15,2738,22,503027.100837496,4210957.12123028
48.06,2,15,2739,24,503019.207337823,4210948.24206692
130.56,3,54,2740,43.5,502817.301517063,4211234.42856208
8.94,1,5,2741,8.9,503636.933855003,4210899.67478425
9.42,2,12,2742,4.7,502362.863590387,4211060.08804564
31.35,1,11,2743,31.4,502162.850422932,4210923.5604043
45.36,2,15,2744,22.7,502190.052953735,4210914.69142555
31.76,3,26,2745,10.6,502477.883429975,4210799.38271059
197.18,3,58,2746,65.7,502605.072890166,4210921.47058479
109.34,3,42,2747,36.4,502722.673678303,4210843.84191818
150.66,3,55,2748,50.2,502699.856388071,4210856.03915927
202.55,3,67,2749,67.5,502612.993877136,4210846.02510728
96.93,2,34,2750,48.5,502749.997515267,4210477.70644472
115.77,3,46,2751,38.6,502950.080413693,4210424.51895495
100.12,3,36,2752,33.4,503031.735327655,4210291.40544202
61.65,2,15,2753,30.8,502821.895730567,4210635.28412024
23.79,2,9,2754,11.9,502867.513259094,4210664.14778642
43.36,2,13,2755,21.7,503025.343938855,4210962.66822726
47.91,2,15,2756,24,503020.963824477,4210943.80459831
177.73,3,50,2757,59.2,502826.965505175,4211197.81741037
33.82,3,24,2758,11.3,502504.212685585,4210779.41922145
47.2,3,22,2759,15.7,502241.840548328,4210843.69560413
38.09,3,19,2760,12.7,502254.12644588,4210837.04181304
21.67,2,13,2761,10.8,502285.701924679,4210880.3222496
94.17,2,27,2762,47.1,502832.243357408,4211158.98568776
61.51,2,19,2763,30.8,502873.482275164,4211155.67152126
23.1,1,5,2764,23.1,502808.650242784,4210878.2664835
21.12,1,14,2765,21.1,503431.096441844,4210048.57687899
75.82,2,26,2766,37.9,502729.806004319,4210506.54741555
108.92,3,41,2767,36.3,502775.443828911,4210478.8245906
82.18,2,31,2768,41.1,502684.152792868,4210581.98023977
89.18,3,37,2769,29.7,502795.633288602,4210456.6409062
35.6,3,17,2770,11.9,503168.629706774,4210277.03358632
55.93,3,20,2771,18.6,503230.092042242,4210181.63823336
12.52,1,6,2772,12.5,503443.368119483,4210080.75836876
118.64,3,34,2773,39.5,503118.63207335,4210225.97600865
84.49,2,34,2774,42.2,503023.838720626,4210289.18345435
32.88,3,16,2775,11,502963.222834785,4210478.89063282
67.42,3,32,2776,22.5,502942.173910273,4210450.03526344
67.32,2,27,2777,33.7,502850.927744256,4210417.82653169
64.67,2,12,2778,32.3,502890.356495086,4210580.94116071
17.82,1,7,2779,17.8,503239.654269993,4210409.09539774
16.45,2,7,2780,8.2,503259.028843976,4210233.79757991
46.3,3,19,2781,15.4,503239.750753795,4210166.1086646
19.37,1,14,2782,19.4,503442.5037117,4210049.69121198
18.77,1,11,2783,18.8,503429.338141006,4210056.34283766
97.05,2,22,2784,48.5,503135.330139641,4210159.41070058
1.6,1,2,2785,1.6,503779.469155168,4210053.16891989
58.43,2,21,2786,29.2,503911.152672396,4209936.73051223
8.4,1,2,2787,8.4,503867.166248919,4210168.60096912
2.52,1,2,2788,2.5,503821.580657595,4210073.16004462
1.56,1,3,2789,1.6,503961.32971291,4209611.66304981
2.07,1,2,2790,2.1,503900.684361927,4209806.91072168
57.01,2,18,2791,28.5,503964.670704104,4209960.05643142
1.53,1,2,2792,1.5,504227.022798922,4210015.66453459
17.45,3,7,2793,5.8,503420.405747944,4210431.3597513
5.1,1,3,2794,5.1,503336.11531256,4210560.0302133
35.98,3,17,2795,12,503113.122774024,4210866.17217231
187.22,3,61,2796,62.4,502586.670199006,4210848.23577678
90.76,3,46,2797,30.3,502442.746724464,4210930.29659701
33.71,2,15,2798,16.9,502179.539564734,4210855.8835446
12.37,3,9,2799,4.1,502256.71730727,4210986.82902311
50.71,3,33,2800,16.9,502469.10032348,4210828.22781281
36.67,2,21,2801,18.3,502922.642868483,4211082.46000727
33.02,2,20,2802,16.5,502929.66092952,4211085.79111477
155.27,3,41,2803,51.8,502852.409950171,4211197.82626883
118.52,3,48,2804,39.5,502792.743314688,4211208.90092251
201.57,3,67,2805,67.2,502491.894298278,4210891.47792648
47.51,2,17,2806,23.8,502219.008283045,4210913.58972123
15.29,3,10,2807,5.1,502259.352325081,4210976.84398521
24.06,2,16,2808,12,502893.62033887,4211274.39836892
37.42,2,14,2809,18.7,503090.209544152,4211130.23155914
46.34,2,17,2810,23.2,503056.864112222,4211141.3142948
8.37,2,6,2811,4.2,503256.94914028,4211047.08168311
65.22,3,37,2812,21.7,502852.389773407,4211255.52183148
25.61,3,15,2813,8.5,502558.629255304,4210730.61681634
158.91,3,56,2814,53,502517.346546278,4210869.29515018
201.37,3,64,2815,67.1,502481.362129676,4210901.46048214
80.64,2,29,2816,40.3,502657.812699962,4210631.90042579
243.36,3,75,2817,81.1,502623.513075487,4210877.0953106
30.93,2,15,2818,15.5,502656.831532053,4210950.33504981
34.67,3,15,2819,11.6,503100.824409254,4210903.89149578
32.59,2,14,2820,16.3,503081.515582099,4210918.30806461
2.29,2,4,2821,1.1,502722.594057188,4211082.3907817
37.15,3,15,2822,12.4,502258.546789026,4210717.21386551
15.62,2,10,2823,7.8,502311.163076728,4210824.8529492
28.09,3,10,2824,9.4,502379.591982437,4210862.59662559
1.19,1,2,2825,1.2,503355.189951956,4211118.13142153
9.15,1,4,2826,9.2,503616.746643833,4210914.08969552
8.93,1,5,2827,8.9,503636.932370954,4210903.00337282
1.55,1,3,2828,1.6,503609.681088943,4211018.38237175
47.06,3,23,2829,15.7,502204.989573988,4210839.24744212
23.78,2,13,2830,11.9,502152.340362334,4210851.43820484
9.81,2,9,2831,4.9,502190.139933241,4210590.70889178
16.75,3,9,2832,5.6,502509.724758082,4209975.01260957
1.41,1,1,2833,1.4,502847.595948997,4209907.44231729
1.71,1,1,2834,1.7,502909.951072489,4209766.55428215
3.09,1,3,2835,3.1,503094.269093852,4209680.07893421
1.36,1,1,2836,1.4,503038.055405709,4209814.31066318
13.02,1,4,2837,13,503242.682627448,4209412.74046152
18.62,1,7,2838,18.6,503228.672843921,4209332.84895768
10.1,1,4,2839,10.1,503240.95080612,4209353.93483758
6.79,1,5,2840,6.8,503389.126248807,4209685.74370163
45.99,1,15,2841,46,503417.096108263,4209953.15158093
34.34,1,13,2842,34.3,503353.032419654,4209963.1107572
23.8,1,10,2843,23.8,503344.224858262,4210041.8836425
35.43,1,15,2844,35.4,503377.580685043,4210017.48776088
0.68,1,1,2845,0.7,503356.804033496,4209327.35301711
53.07,2,19,2846,26.5,503138.191362573,4209564.70484786
12.66,1,7,2847,12.7,503124.106062788,4209680.09030218
15.78,2,12,2848,7.9,503459.449356988,4209406.17230451
18.18,1,7,2849,18.2,503521.795885364,4209318.54632957
35.71,1,10,2850,35.7,503505.107727037,4209350.71542993
1.81,1,1,2851,1.8,503723.475589991,4209685.88940886
10.25,1,6,2852,10.2,503790.132328397,4209766.91562198
3.63,1,5,2853,3.6,503790.437899122,4209108.96609134
33.89,2,8,2854,16.9,503786.003481894,4209208.82144483
45.2,2,12,2855,22.6,503750.881799679,4209246.52914336
14.6,2,7,2856,7.3,503806.839913437,4209693.69456601
3.36,1,1,2857,3.4,503639.847300712,4210269.46349612
3.36,1,1,2858,3.4,503643.35727897,4210269.46506273
68.55,2,27,2859,34.3,502591.892134549,4210982.49051888
26,2,13,2860,13,502679.601475532,4211081.26701498
11.27,3,15,2861,3.8,502438.337717667,4211003.52423781
142.82,3,46,2862,47.6,501962.828425741,4210795.91393321
83.39,3,31,2863,27.8,501974.257404584,4210703.82576089
23.92,2,15,2864,12,502291.853277882,4210847.0380904
27.12,3,8,2865,9,503257.126783316,4210602.16040243
38.12,3,11,2866,12.7,503292.214835127,4210627.69365847
31.37,3,9,2867,10.5,503304.500118122,4210625.47956706
114.35,3,42,2868,38.1,502969.386137632,4210421.19737211
123.26,3,30,2869,41.1,503155.503774928,4210182.71857452
52.59,3,26,2870,17.5,502957.085356711,4210465.57405897
9.41,2,8,2871,4.7,503103.524648515,4210725.25827049
18.09,2,11,2872,9,502556.885841488,4210694.00180366
66.7,3,20,2873,22.2,502794.660792021,4210734.02284871
105.2,3,32,2874,35.1,502772.720530231,4210746.2201848
111.32,3,36,2875,37.1,502710.416162827,4210763.95171599
15.16,3,8,2876,5.1,502847.369812218,4210555.40687575
86.91,3,41,2877,29,502509.465035972,4210819.36389453
100.95,3,37,2878,33.6,502090.976724358,4210630.62591893
109.05,3,40,2879,36.4,502004.97489298,4210676.09502306
34.17,3,18,2880,11.4,502180.461184097,4210690.56391934
54.12,3,23,2881,18,502727.925659313,4210881.56767752
148.33,3,49,2882,49.4,502698.122076063,4210793.90493441
39.05,3,10,2883,13,503284.317731038,4210627.69047538
4.7,1,5,2884,4.7,503058.816113436,4210615.397987
199.92,3,66,2885,66.6,502532.253900744,4210898.14753283
88.25,3,40,2886,29.4,502461.19270173,4210863.73036692
93.91,3,41,2887,31.3,502464.702088775,4210864.84095602
125.98,3,48,2888,42,502485.759743403,4210867.06640468
192.26,3,71,2889,64.1,502663.004993248,4210853.80798678
183.59,3,60,2890,61.2,502643.68639448,4210900.40194482
32.84,2,16,2891,16.4,502614.699306983,4211000.25027378
231.26,3,72,2892,77.1,502596.303943612,4210904.82484477
104.95,3,33,2893,35,502112.911103417,4210638.39827408
146.2,3,52,2894,48.7,502013.742827068,4210702.72588302
202.92,3,55,2895,67.6,501998.802289782,4210800.3607858
7.24,2,7,2896,3.6,501839.181228299,4210478.55980297
125.75,3,37,2897,41.9,502767.445708012,4210776.17568697
181.98,3,67,2898,60.7,502671.776402527,4210862.68709122
242.39,3,74,2899,80.8,502594.557560924,4210878.19557909
344.67,3,71,2900,114.9,502520.838436589,4210926.99176705
93.3,3,33,2901,31.1,501965.481323194,4210710.48081697
84.25,3,36,2902,28.1,501997.081367408,4210661.669208
11.74,3,9,2903,3.9,501890.932272617,4210564.00535757
19.92,3,14,2904,6.6,502152.36612401,4210753.7996256
16.05,3,8,2905,5.4,502355.085102656,4210650.66941181
22.2,2,13,2906,11.1,502648.883936886,4211106.77617034
151.55,3,49,2907,50.5,502805.029494111,4211201.13842748
185.35,2,44,2908,92.7,502564.689391861,4210991.3581586
37.07,3,20,2909,12.4,502064.666814861,4210576.25229498
157.46,3,46,2910,52.5,501965.469293668,4210760.40963056
129.12,3,40,2911,43,502083.951410795,4210652.81470343
18.39,2,10,2912,9.2,502697.360193882,4210444.40300597
11.74,3,10,2913,3.9,502958.907904526,4210279.17389091
83,3,40,2914,27.7,502927.264397495,4210428.94885207
106.74,3,32,2915,35.6,502758.685565873,4210734.01060374
103.79,3,35,2916,34.6,502713.930357556,4210750.63853191
249.97,3,71,2917,83.3,502569.104781065,4210901.48764437
23.86,3,13,2918,8,502560.385538032,4210726.17925017
92.48,3,39,2919,30.8,502817.570531166,4210455.53892397
81.11,2,31,2920,40.6,502673.624353075,4210578.64819536
139.44,3,42,2921,46.5,502748.146887007,4210761.74528064
13.46,2,11,2922,6.7,502709.558621776,4210704.03684734
63.94,3,19,2923,21.3,503034.324888822,4210406.79739087
16.8,1,4,2924,16.8,502949.087020462,4210745.17250696
67.48,3,27,2925,22.5,502608.624809792,4210789.43770649
195.12,3,64,2926,65,502488.384249468,4210892.58638456
216.82,3,70,2927,72.3,502536.639655006,4210902.58701384
38.41,2,16,2928,19.2,502584.060747393,4210776.11553565
227.93,3,73,2929,76,502635.794932414,4210883.75644726
238.38,3,71,2930,79.5,502590.167949691,4210885.96089108
232.81,3,71,2931,77.6,502540.144178036,4210919.23104854
222.06,2,49,2932,111,502516.433861266,4210983.576421
16.07,3,11,2933,5.4,502200.616475641,4210787.09837899
60.61,3,25,2934,20.2,501973.391497774,4210656.11579744
220.83,3,57,2935,73.6,501994.419443189,4210782.60724342
33.77,3,17,2936,11.3,502197.142579778,4210653.95393249
34.96,3,14,2937,11.7,503098.192130386,4210903.8904956
36.11,3,14,2938,12,503095.561535711,4210899.45137825
45.09,2,17,2939,22.5,503054.309183659,4210934.94077792
12,1,4,2940,12,503035.916336297,4210846.17154085
19.7,3,10,2941,6.6,501955.004869634,4210489.6820239
21.2,3,11,2942,7.1,501923.398657129,4210562.90341837
113.26,3,36,2943,37.8,502059.383280316,4210650.58940625
39.29,3,19,2944,13.1,502219.935225891,4210731.62714737
19.85,2,11,2945,9.9,503152.606282053,4210868.40639525
24.12,3,9,2946,8,503430.041669808,4210470.19730977
23.64,3,9,2947,7.9,503431.796615725,4210470.19804779
4.38,1,2,2948,4.4,503239.619464169,4210496.74816849
29.61,3,14,2949,9.9,502200.649399246,4210665.05016919
160.47,3,45,2950,53.5,501968.980399313,4210754.8628308
110.92,3,28,2951,37,502018.956712071,4210907.99010687
16.63,3,12,2952,5.5,502161.147896204,4210726.06371534
16.41,2,13,2953,8.2,502917.300644657,4211299.92600122
20.82,3,22,2954,6.9,502864.665807611,4211276.60720866
176.93,3,45,2955,59,502826.970119783,4211184.50305049
26.58,2,13,2956,13.3,502671.702266961,4211089.03113331
60.42,3,25,2957,20.1,502160.291605409,4210646.17738694
188.52,3,49,2958,62.8,501988.289537484,4210732.67692877
140.16,3,49,2959,46.7,502004.966166874,4210711.59995492
16.61,3,12,2960,5.5,502156.75861602,4210733.82925856
30.32,3,15,2961,10.1,502361.397792123,4210061.5115257
9.79,1,4,2962,9.8,502505.301016402,4210092.62122997
16.58,3,8,2963,5.5,502428.981122034,4210012.71212766
5.4,3,5,2964,1.8,502578.171798379,4209975.03394915
18.84,3,12,2965,6.3,502171.743991865,4210475.31296535
48.8,3,23,2966,16.3,502157.714998438,4210435.36620633
18.09,3,10,2967,6,502171.805719038,4210243.42149756
2.8,1,2,2968,2.8,501999.79667318,4210323.26357578
15.35,2,8,2969,7.7,502494.802742616,4209988.32236986
14.85,3,6,2970,5,502452.692895023,4209950.58565173
20.35,3,8,2971,6.8,502492.184062288,4209942.83092189
6.89,1,6,2972,6.9,501913.792892812,4210365.40503504
